volume	open	high	close	low	ma5	ma10	ma20	ma30	time	chg	percent	turnrate	dif	dea	macd
1815813984	7069.0683	7075.8078	7001.5454	6968.2321	7081.28374	7206.9296	7269.840675	7202.088727	Fri Dec 29 00:00:00 +0800 2117	-95.49604366	-1.3509	0	0	0	0
1679889416	7008.8859	7030.2102	6993.0847	6955.5619	7036.77122	7163.43582	7256.76466	7195.751033	Fri Dec 29 00:00:00 +0800 2118	-8.466734167	-0.1208	0	0	0	0
1836831289	7004.143	7147.0866	7147.0866	7002.4796	7040.2182	7135.76414	7249.15582	7198.473587	Fri Dec 29 00:00:00 +0800 2119	154.2452371	2.2022	0	0	0	0
1634324679	7137.1004	7176.163	7142.5915	7124.0401	7076.3459	7116.43749	7241.32134	7203.978577	Fri Dec 29 00:00:00 +0800 2120	-4.489236152	-0.0629	0	0	0	0
1526704133	7172.8003	7178.5333	7106.5099	7099.3804	7078.16362	7098.91301	7229.915745	7203.71303	Fri Dec 29 00:00:00 +0800 2121	-36.23698712	-0.5052	0	0	0	0
1618469443	7088.6131	7090.4898	7035.0847	6988.115	7084.87148	7083.07761	7217.270815	7201.077133	Fri Dec 29 00:00:00 +0800 2122	-71.24765027	-1.0051	0	0	0	0
1252454725	7021.7527	7042.1026	6996.9822	6972.9366	7085.65098	7061.2111	7198.89263	7202.95374	Fri Dec 29 00:00:00 +0800 2123	-38.02981262	-0.5416	0	0	0	0
1359994052	7000.7225	7072.5503	7067.1129	6935.0249	7069.65624	7054.93722	7181.930185	7205.231907	Fri Dec 29 00:00:00 +0800 2124	70.16824162	1.0023	0	0	0	0
1334023031	7053.5236	7054.4187	6956.6403	6956.3937	7032.466	7054.40595	7160.131145	7202.511983	Fri Dec 29 00:00:00 +0800 2125	-110.2606809	-1.5632	0	0	0	0
1272273185	6933.7942	6996.7833	6914.3413	6898.3757	6994.03228	7036.09795	7138.49844	7196.185833	Fri Dec 29 00:00:00 +0800 2126	-42.15746874	-0.608	0	0	0	0
1525582700	6924.7602	6935.5391	6817.1484	6789.2563	6950.44502	7017.65825	7112.293925	7185.779867	Fri Dec 29 00:00:00 +0800 2127	-97.34135413	-1.4057	0	0	0	0
2239926023	6711.6875	6740.8768	6488.8964	6432.0495	6848.82786	6967.23942	7065.33762	7160.256247	Fri Dec 29 00:00:00 +0800 2128	-323.1744648	-4.8151	0	0	0	0
1647314700	6454.975	6592.6431	6559.4851	6427.1447	6747.3023	6908.47927	7022.121705	7135.59697	Fri Dec 29 00:00:00 +0800 2129	70.21721805	1.0878	0	0	0	0
1725575474	6567.5563	6600.3026	6421.0799	6417.0592	6640.19022	6836.32811	6976.3828	7106.323597	Fri Dec 29 00:00:00 +0800 2130	-138.5754379	-2.11	0	0	0	0
1454072911	6378.613	6513.5841	6498.969	6311.2945	6557.11576	6775.57402	6937.243515	7078.468503	Fri Dec 29 00:00:00 +0800 2131	77.37257569	1.213	0	0	0	0
1507994834	6553.7274	6568.9353	6447.0941	6446.1898	6483.1049	6716.77496	6899.926285	7050.438863	Fri Dec 29 00:00:00 +0800 2132	-52.31185211	-0.7982	0	0	0	0
1573526662	6366.9498	6478.2563	6460.8857	6341.5477	6477.50276	6663.16531	6862.188205	7020.316857	Fri Dec 29 00:00:00 +0800 2133	13.61890562	0.2139	0	0	0	0
1478882098	6465.9223	6494.4894	6327.4029	6310.7974	6431.08632	6589.19431	6822.065765	6984.35156	Fri Dec 29 00:00:00 +0800 2134	-133.5859547	-2.066	0	0	0	0
1438153715	6309.4667	6389.5793	6260.8091	6253.1196	6399.03216	6519.61119	6787.00857	6946.624493	Fri Dec 29 00:00:00 +0800 2135	-66.40713702	-1.0525	0	0	0	0
1740597923	6280.1192	6477.7647	6477.7647	6256.626	6394.7913	6475.95353	6756.02574	6917.650137	Fri Dec 29 00:00:00 +0800 2136	217.6249706	3.4653	0	0	0	0
1624772153	6480.8015	6510.486	6369.7366	6317.0742	6379.3198	6431.21235	6724.4353	6885.266733	Fri Dec 29 00:00:00 +0800 2137	-108.0803266	-1.6677	0	0	0	0
1983171696	6375.1979	6403.9458	6370.9123	6171.8487	6361.32512	6419.41394	6693.32668	6850.029727	Fri Dec 29 00:00:00 +0800 2138	1.179411612	0.0185	0	0	0	0
1536228813	6348.7073	6361.0245	6250.074	6234.2548	6345.85934	6388.47283	6648.47605	6810.905413	Fri Dec 29 00:00:00 +0800 2139	-120.4159314	-1.8967	0	0	0	0
1557841438	6243.7526	6292.0758	6121.3244	6105.2998	6317.9624	6358.49728	6597.412695	6770.42096	Fri Dec 29 00:00:00 +0800 2140	-128.6213036	-2.06	0	0	0	0
1883980223	6143.7794	6258.0973	6162.2917	6038.9155	6254.8678	6324.82955	6550.201785	6733.105527	Fri Dec 29 00:00:00 +0800 2141	41.12031552	0.6693	0	0	0	0
1661100355	6201.2501	6345.9497	6345.3346	6201.2501	6249.9874	6314.6536	6515.71428	6704.83539	Fri Dec 29 00:00:00 +0800 2142	184.201933	2.9704	0	0	0	0
